id,category,question,expected_status,tags
sem_0299,semantic_club_career_games,Melbourne career leader for games,plan,"player_career,club,games"
sem_0300,semantic_club_career_games,most career games for Melbourne,plan,"player_career,club,games"
sem_0301,semantic_club_career_games,who has played the most games for Melbourne,plan,"player_career,club,games"
sem_0302,semantic_club_career_games,North Melbourne career leader for games,plan,"player_career,club,games"
sem_0303,semantic_club_career_games,most career games for North Melbourne,plan,"player_career,club,games"
sem_0304,semantic_club_career_games,who has played the most games for North Melbourne,plan,"player_career,club,games"
sem_0305,semantic_club_career_games,St Kilda career leader for games,plan,"player_career,club,games"
sem_0306,semantic_club_career_games,most career games for St Kilda,plan,"player_career,club,games"
sem_0307,semantic_club_career_games,who has played the most games for St Kilda,plan,"player_career,club,games"
sem_0308,semantic_club_career_games,Western Bulldogs career leader for games,plan,"player_career,club,games"
sem_0309,semantic_club_career_games,most career games for Western Bulldogs,plan,"player_career,club,games"
sem_0310,semantic_club_career_games,who has played the most games for Western Bulldogs,plan,"player_career,club,games"
sem_0311,semantic_club_career_games,Sydney career leader for games,plan,"player_career,club,games"
sem_0312,semantic_club_career_games,most career games for Sydney,plan,"player_career,club,games"
sem_0313,semantic_club_career_games,who has played the most games for Sydney,plan,"player_career,club,games"
sem_0314,semantic_club_career_games,Brisbane Lions career leader for games,plan,"player_career,club,games"
sem_0315,semantic_club_career_games,most career games for Brisbane Lions,plan,"player_career,club,games"
sem_0316,semantic_club_career_games,who has played the most games for Brisbane Lions,plan,"player_career,club,games"
sem_0317,semantic_club_career_games,Adelaide career leader for games,plan,"player_career,club,games"
sem_0318,semantic_club_career_games,most career games for Adelaide,plan,"player_career,club,games"
sem_0319,semantic_club_career_games,who has played the most games for Adelaide,plan,"player_career,club,games"
sem_0320,semantic_club_career_games,Port Adelaide career leader for games,plan,"player_career,club,games"
sem_0321,semantic_player_suffixes,Gary Ablett Jr career goals,plan,"player,suffix,career"
sem_0322,semantic_player_suffixes,how many career goals did Gary Ablett Jr have,plan,"player,suffix,career,natural"
sem_0323,semantic_player_suffixes,Gary Ablett Jr career games,plan,"player,suffix,career"
sem_0324,semantic_player_suffixes,how many career games did Gary Ablett Jr have,plan,"player,suffix,career,natural"
sem_0325,semantic_player_suffixes,Gary Ablett Jr career kicks,plan,"player,suffix,career"
sem_0326,semantic_player_suffixes,how many career kicks did Gary Ablett Jr have,plan,"player,suffix,career,natural"
sem_0327,semantic_player_suffixes,Gary Ablett Jr career marks,plan,"player,suffix,career"
sem_0328,semantic_player_suffixes,how many career marks did Gary Ablett Jr have,plan,"player,suffix,career,natural"
sem_0329,semantic_player_suffixes,Gary Ablett Jr career disposals,plan,"player,suffix,career"
sem_0330,semantic_player_suffixes,how many career disposals did Gary Ablett Jr have,plan,"player,suffix,career,natural"
sem_0331,semantic_player_suffixes,Gary Ablett Jnr career goals,plan,"player,suffix,career"
sem_0332,semantic_player_suffixes,how many career goals did Gary Ablett Jnr have,plan,"player,suffix,career,natural"
sem_0333,semantic_player_suffixes,Gary Ablett Jnr career games,plan,"player,suffix,career"
sem_0334,semantic_player_suffixes,how many career games did Gary Ablett Jnr have,plan,"player,suffix,career,natural"
sem_0335,semantic_player_suffixes,Gary Ablett Jnr career kicks,plan,"player,suffix,career"
sem_0336,semantic_player_suffixes,how many career kicks did Gary Ablett Jnr have,plan,"player,suffix,career,natural"
sem_0337,semantic_player_suffixes,Gary Ablett Jnr career marks,plan,"player,suffix,career"
sem_0338,semantic_player_suffixes,how many career marks did Gary Ablett Jnr have,plan,"player,suffix,career,natural"
sem_0339,semantic_player_suffixes,Gary Ablett Jnr career disposals,plan,"player,suffix,career"
sem_0340,semantic_player_suffixes,how many career disposals did Gary Ablett Jnr have,plan,"player,suffix,career,natural"
sem_0341,semantic_player_suffixes,Gary Ablett Junior career goals,plan,"player,suffix,career"
sem_0342,semantic_player_suffixes,how many career goals did Gary Ablett Junior have,plan,"player,suffix,career,natural"
sem_0343,semantic_player_suffixes,Gary Ablett Junior career games,plan,"player,suffix,career"
sem_0344,semantic_player_suffixes,how many career games did Gary Ablett Junior have,plan,"player,suffix,career,natural"
sem_0345,semantic_player_suffixes,Gary Ablett Junior career kicks,plan,"player,suffix,career"
sem_0346,semantic_player_suffixes,how many career kicks did Gary Ablett Junior have,plan,"player,suffix,career,natural"
sem_0347,semantic_player_suffixes,Gary Ablett Junior career marks,plan,"player,suffix,career"
sem_0348,semantic_player_suffixes,how many career marks did Gary Ablett Junior have,plan,"player,suffix,career,natural"
sem_0349,semantic_player_suffixes,Gary Ablett Junior career disposals,plan,"player,suffix,career"
sem_0350,semantic_player_suffixes,how many career disposals did Gary Ablett Junior have,plan,"player,suffix,career,natural"
sem_0351,semantic_player_suffixes,Gary Ablett Snr career goals,plan,"player,suffix,career"
sem_0352,semantic_player_suffixes,how many career goals did Gary Ablett Snr have,plan,"player,suffix,career,natural"
sem_0353,semantic_player_suffixes,Gary Ablett Snr career games,plan,"player,suffix,career"
sem_0354,semantic_player_suffixes,how many career games did Gary Ablett Snr have,plan,"player,suffix,career,natural"
sem_0355,semantic_player_suffixes,Gary Ablett Snr career kicks,plan,"player,suffix,career"
sem_0356,semantic_player_suffixes,how many career kicks did Gary Ablett Snr have,plan,"player,suffix,career,natural"
sem_0357,semantic_player_suffixes,Gary Ablett Snr career marks,plan,"player,suffix,career"
sem_0358,semantic_player_suffixes,how many career marks did Gary Ablett Snr have,plan,"player,suffix,career,natural"
sem_0359,semantic_player_suffixes,Gary Ablett Snr career disposals,plan,"player,suffix,career"
sem_0360,semantic_player_suffixes,how many career disposals did Gary Ablett Snr have,plan,"player,suffix,career,natural"
sem_0361,semantic_collision_controls,most goals in 2023,plan,"control,aggregation"
sem_0362,semantic_collision_controls,Richmond longest winning streak,plan,"control,streak"
sem_0363,semantic_collision_controls,Richmond longest losing streak,plan,"control,streak"
sem_0364,semantic_collision_controls,most goals between 2000 and 2009,plan,"control,year_between"
sem_0365,semantic_collision_controls,most kicks between 2010 and 2019,plan,"control,year_between"
sem_0366,semantic_collision_controls,Richmond highest score in 2023,plan,"control,team_season"
sem_0367,semantic_collision_controls,most goals in 2024,plan,"control,aggregation"
sem_0368,semantic_collision_controls,Richmond highest score in 2024,plan,"control,team_season"
sem_0369,semantic_collision_controls,most goals in 2025,plan,"control,aggregation"
sem_0370,semantic_collision_controls,Richmond highest score in 2025,plan,"control,team_season"
sem_0371,semantic_collision_controls,Carlton longest winning streak,plan,"control,streak"
sem_0372,semantic_collision_controls,Carlton longest losing streak,plan,"control,streak"
sem_0373,semantic_collision_controls,Carlton highest score in 2023,plan,"control,team_season"
sem_0374,semantic_collision_controls,Carlton highest score in 2024,plan,"control,team_season"
sem_0375,semantic_collision_controls,Carlton highest score in 2025,plan,"control,team_season"
sem_0376,semantic_collision_controls,Collingwood longest winning streak,plan,"control,streak"
sem_0377,semantic_collision_controls,Collingwood longest losing streak,plan,"control,streak"
sem_0378,semantic_collision_controls,Collingwood highest score in 2023,plan,"control,team_season"
sem_0379,semantic_collision_controls,Collingwood highest score in 2024,plan,"control,team_season"
sem_0380,semantic_collision_controls,Collingwood highest score in 2025,plan,"control,team_season"
sem_0381,semantic_collision_controls,Essendon longest winning streak,plan,"control,streak"
sem_0382,semantic_collision_controls,Essendon longest losing streak,plan,"control,streak"
sem_0383,semantic_collision_controls,Essendon highest score in 2023,plan,"control,team_season"
sem_0384,semantic_collision_controls,Essendon highest score in 2024,plan,"control,team_season"
sem_0385,semantic_collision_controls,Essendon highest score in 2025,plan,"control,team_season"
sem_0386,semantic_collision_controls,Geelong longest winning streak,plan,"control,streak"
sem_0387,semantic_collision_controls,Geelong longest losing streak,plan,"control,streak"
sem_0388,semantic_collision_controls,Geelong highest score in 2023,plan,"control,team_season"
sem_0389,semantic_collision_controls,Geelong highest score in 2024,plan,"control,team_season"
sem_0390,semantic_collision_controls,Geelong highest score in 2025,plan,"control,team_season"
sem_0391,semantic_collision_controls,Hawthorn longest winning streak,plan,"control,streak"
sem_0392,semantic_collision_controls,Hawthorn longest losing streak,plan,"control,streak"
sem_0393,semantic_collision_controls,Hawthorn highest score in 2023,plan,"control,team_season"
sem_0394,semantic_collision_controls,Hawthorn highest score in 2024,plan,"control,team_season"
sem_0395,semantic_collision_controls,Hawthorn highest score in 2025,plan,"control,team_season"
sem_0396,semantic_collision_controls,Melbourne longest winning streak,plan,"control,streak"
sem_0397,semantic_collision_controls,Melbourne longest losing streak,plan,"control,streak"
sem_0398,semantic_collision_controls,Melbourne highest score in 2023,plan,"control,team_season"
sem_0399,semantic_collision_controls,Melbourne highest score in 2024,plan,"control,team_season"
sem_0400,semantic_collision_controls,Melbourne highest score in 2025,plan,"control,team_season"
sem_0401,semantic_rebound50_decline,most rebound 50s in 2018,decline,"unsupported_metric,rebound50"
sem_0402,semantic_rebound50_decline,who had the most rebound 50s in 2018,decline,"unsupported_metric,rebound50,natural"
sem_0403,semantic_rebound50_decline,most R50s in 2018,decline,"unsupported_metric,rebound50"
sem_0404,semantic_rebound50_decline,who had the most R50s in 2018,decline,"unsupported_metric,rebound50,natural"
sem_0405,semantic_rebound50_decline,most rebound 50 in 2018,decline,"unsupported_metric,rebound50"
sem_0406,semantic_rebound50_decline,who had the most rebound 50 in 2018,decline,"unsupported_metric,rebound50,natural"
sem_0407,semantic_rebound50_decline,most rebound 50s in 2019,decline,"unsupported_metric,rebound50"
sem_0408,semantic_rebound50_decline,who had the most rebound 50s in 2019,decline,"unsupported_metric,rebound50,natural"
sem_0409,semantic_rebound50_decline,most R50s in 2019,decline,"unsupported_metric,rebound50"
sem_0410,semantic_rebound50_decline,who had the most R50s in 2019,decline,"unsupported_metric,rebound50,natural"
sem_0411,semantic_rebound50_decline,most rebound 50 in 2019,decline,"unsupported_metric,rebound50"
sem_0412,semantic_rebound50_decline,who had the most rebound 50 in 2019,decline,"unsupported_metric,rebound50,natural"
sem_0413,semantic_rebound50_decline,most rebound 50s in 2020,decline,"unsupported_metric,rebound50"
sem_0414,semantic_rebound50_decline,who had the most rebound 50s in 2020,decline,"unsupported_metric,rebound50,natural"
sem_0415,semantic_rebound50_decline,most R50s in 2020,decline,"unsupported_metric,rebound50"
sem_0416,semantic_rebound50_decline,who had the most R50s in 2020,decline,"unsupported_metric,rebound50,natural"
sem_0417,semantic_rebound50_decline,most rebound 50 in 2020,decline,"unsupported_metric,rebound50"
sem_0418,semantic_rebound50_decline,who had the most rebound 50 in 2020,decline,"unsupported_metric,rebound50,natural"
sem_0419,semantic_rebound50_decline,most rebound 50s in 2021,decline,"unsupported_metric,rebound50"
sem_0420,semantic_rebound50_decline,who had the most rebound 50s in 2021,decline,"unsupported_metric,rebound50,natural"
sem_0421,semantic_rebound50_decline,most R50s in 2021,decline,"unsupported_metric,rebound50"
sem_0422,semantic_rebound50_decline,who had the most R50s in 2021,decline,"unsupported_metric,rebound50,natural"
sem_0423,semantic_rebound50_decline,most rebound 50 in 2021,decline,"unsupported_metric,rebound50"
sem_0424,semantic_rebound50_decline,who had the most rebound 50 in 2021,decline,"unsupported_metric,rebound50,natural"
sem_0425,semantic_rebound50_decline,most rebound 50s in 2022,decline,"unsupported_metric,rebound50"
sem_0426,semantic_rebound50_decline,who had the most rebound 50s in 2022,decline,"unsupported_metric,rebound50,natural"
sem_0427,semantic_rebound50_decline,most R50s in 2022,decline,"unsupported_metric,rebound50"
sem_0428,semantic_rebound50_decline,who had the most R50s in 2022,decline,"unsupported_metric,rebound50,natural"
sem_0429,semantic_rebound50_decline,most rebound 50 in 2022,decline,"unsupported_metric,rebound50"
sem_0430,semantic_rebound50_decline,who had the most rebound 50 in 2022,decline,"unsupported_metric,rebound50,natural"
sem_0431,semantic_rebound50_decline,most rebound 50s in 2023,decline,"unsupported_metric,rebound50"
sem_0432,semantic_rebound50_decline,who had the most rebound 50s in 2023,decline,"unsupported_metric,rebound50,natural"
sem_0433,semantic_rebound50_decline,most R50s in 2023,decline,"unsupported_metric,rebound50"
sem_0434,semantic_rebound50_decline,who had the most R50s in 2023,decline,"unsupported_metric,rebound50,natural"
sem_0435,semantic_rebound50_decline,most rebound 50 in 2023,decline,"unsupported_metric,rebound50"
sem_0436,semantic_rebound50_decline,who had the most rebound 50 in 2023,decline,"unsupported_metric,rebound50,natural"
sem_0437,semantic_rebound50_decline,most rebound 50s in 2024,decline,"unsupported_metric,rebound50"
sem_0438,semantic_rebound50_decline,who had the most rebound 50s in 2024,decline,"unsupported_metric,rebound50,natural"
sem_0439,semantic_rebound50_decline,most R50s in 2024,decline,"unsupported_metric,rebound50"
sem_0440,semantic_rebound50_decline,who had the most R50s in 2024,decline,"unsupported_metric,rebound50,natural"
sem_0441,semantic_natural_variants,Richmond and Carlton head to head record,plan,"head_to_head,record,natural"
sem_0442,semantic_natural_variants,what is the head to head between Richmond and Carlton,plan,"head_to_head,record,natural"
sem_0443,semantic_natural_variants,how many drawn games between Richmond and Carlton,plan,"head_to_head,draw_count,natural"
sem_0444,semantic_natural_variants,when was the last draw between Richmond and Carlton,plan,"head_to_head,last_draw,natural"
sem_0445,semantic_natural_variants,Richmond and Collingwood head to head record,plan,"head_to_head,record,natural"
sem_0446,semantic_natural_variants,what is the head to head between Richmond and Collingwood,plan,"head_to_head,record,natural"
sem_0447,semantic_natural_variants,how many drawn games between Richmond and Collingwood,plan,"head_to_head,draw_count,natural"
sem_0448,semantic_natural_variants,when was the last draw between Richmond and Collingwood,plan,"head_to_head,last_draw,natural"
sem_0449,semantic_natural_variants,Richmond and Essendon head to head record,plan,"head_to_head,record,natural"
sem_0450,semantic_natural_variants,what is the head to head between Richmond and Essendon,plan,"head_to_head,record,natural"
sem_0451,semantic_natural_variants,how many drawn games between Richmond and Essendon,plan,"head_to_head,draw_count,natural"
sem_0452,semantic_natural_variants,when was the last draw between Richmond and Essendon,plan,"head_to_head,last_draw,natural"
sem_0453,semantic_natural_variants,Richmond and Geelong head to head record,plan,"head_to_head,record,natural"
sem_0454,semantic_natural_variants,what is the head to head between Richmond and Geelong,plan,"head_to_head,record,natural"
sem_0455,semantic_natural_variants,how many drawn games between Richmond and Geelong,plan,"head_to_head,draw_count,natural"
sem_0456,semantic_natural_variants,when was the last draw between Richmond and Geelong,plan,"head_to_head,last_draw,natural"
sem_0457,semantic_natural_variants,Richmond and Hawthorn head to head record,plan,"head_to_head,record,natural"
sem_0458,semantic_natural_variants,what is the head to head between Richmond and Hawthorn,plan,"head_to_head,record,natural"
sem_0459,semantic_natural_variants,how many drawn games between Richmond and Hawthorn,plan,"head_to_head,draw_count,natural"
sem_0460,semantic_natural_variants,when was the last draw between Richmond and Hawthorn,plan,"head_to_head,last_draw,natural"
sem_0461,semantic_natural_variants,Richmond and Melbourne head to head record,plan,"head_to_head,record,natural"
sem_0462,semantic_natural_variants,what is the head to head between Richmond and Melbourne,plan,"head_to_head,record,natural"
sem_0463,semantic_natural_variants,how many drawn games between Richmond and Melbourne,plan,"head_to_head,draw_count,natural"
sem_0464,semantic_natural_variants,when was the last draw between Richmond and Melbourne,plan,"head_to_head,last_draw,natural"
sem_0465,semantic_natural_variants,Richmond and North Melbourne head to head record,plan,"head_to_head,record,natural"
sem_0466,semantic_natural_variants,what is the head to head between Richmond and North Melbourne,plan,"head_to_head,record,natural"
sem_0467,semantic_natural_variants,how many drawn games between Richmond and North Melbourne,plan,"head_to_head,draw_count,natural"
sem_0468,semantic_natural_variants,when was the last draw between Richmond and North Melbourne,plan,"head_to_head,last_draw,natural"
sem_0469,semantic_natural_variants,Richmond and St Kilda head to head record,plan,"head_to_head,record,natural"
sem_0470,semantic_natural_variants,what is the head to head between Richmond and St Kilda,plan,"head_to_head,record,natural"
sem_0471,semantic_natural_variants,how many drawn games between Richmond and St Kilda,plan,"head_to_head,draw_count,natural"
sem_0472,semantic_natural_variants,when was the last draw between Richmond and St Kilda,plan,"head_to_head,last_draw,natural"
sem_0473,semantic_natural_variants,Richmond and Western Bulldogs head to head record,plan,"head_to_head,record,natural"
sem_0474,semantic_natural_variants,what is the head to head between Richmond and Western Bulldogs,plan,"head_to_head,record,natural"
sem_0475,semantic_natural_variants,how many drawn games between Richmond and Western Bulldogs,plan,"head_to_head,draw_count,natural"
sem_0476,semantic_natural_variants,when was the last draw between Richmond and Western Bulldogs,plan,"head_to_head,last_draw,natural"
sem_0477,semantic_natural_variants,Richmond and Sydney head to head record,plan,"head_to_head,record,natural"
sem_0478,semantic_natural_variants,what is the head to head between Richmond and Sydney,plan,"head_to_head,record,natural"
sem_0479,semantic_natural_variants,how many drawn games between Richmond and Sydney,plan,"head_to_head,draw_count,natural"
sem_0480,semantic_natural_variants,when was the last draw between Richmond and Sydney,plan,"head_to_head,last_draw,natural"
